date,tournament,level,bestOf,surface,indoor,speed,round,winner_name,winner_seed,winner_country_name,winner_country_id,winner_rank,winner_eloRatingDelta,winner_eloRating,loser_name,loser_seed,loser_country_name,loser_country_id,loser_rank,loser_eloRatingDelta,loser_eloRating,score,loser_entry,outcome,winner_entry
2006-10-16,Madrid Masters,M,3,H,true,78,QF,Tomas Berdych,11,Czech Republic,CZE,11,17,2098,Rafael Nadal,2,Spain,ESP,2,-17,2340,6-3 7-6(6),,,
2006-10-16,Madrid Masters,M,3,H,true,78,R16,Rafael Nadal,2,Spain,ESP,2,4,2336,Tommy Haas,13,Germany,GER,13,-4,2066,6-4 6-3,,,
2006-10-16,Madrid Masters,M,3,H,true,78,R32,Rafael Nadal,2,Spain,ESP,2,1,2335,Mardy Fish,,United States,USA,54,-2,1938,6-4 6-2,Q,,
2006-10-09,Stockholm,B,3,H,true,65,R16,Joachim Johansson,,Sweden,SWE,690,17,1934,Rafael Nadal,1,Spain,ESP,2,-14,2349,6-4 7-6(4),,,WC
2006-10-09,Stockholm,B,3,H,true,65,R32,Rafael Nadal,1,Spain,ESP,2,,2349,Raemon Sluiter,,Netherlands,NED,90,-1,1749,6-4 6-2,,,
2006-09-22,Davis Cup WG,D,5,C,false,,RR,Rafael Nadal,,Spain,ESP,2,2,2347,Filippo Volandri,,Italy,ITA,38,-2,1953,3-6 7-5 6-3 6-3,,,
2006-09-22,Davis Cup WG,D,5,C,false,,RR,Rafael Nadal,,Spain,ESP,2,1,2346,Andreas Seppi,,Italy,ITA,69,-1,1809,6-0 6-4 6-3,,,
2006-08-28,US Open,G,5,H,false,61,QF,Mikhail Youzhny,,Russian Federation,RUS,54,27,1996,Rafael Nadal,2,Spain,ESP,2,-25,2371,6-3 5-7 7-6(5) 6-1,,,
2006-08-28,US Open,G,5,H,false,61,R16,Rafael Nadal,2,Spain,ESP,2,2,2369,Jiri Novak,,Czech Republic,CZE,179,-2,1927,6-1 7-6(3) 6-4,,,
2006-08-28,US Open,G,5,H,false,61,R32,Rafael Nadal,2,Spain,ESP,2,2,2367,Wesley Moodie,,South Africa,RSA,82,-2,1874,6-4 7-6(5) 7-6(4),,,
2006-08-28,US Open,G,5,H,false,61,R64,Rafael Nadal,2,Spain,ESP,2,1,2366,Luis Horna,,Peru,PER,61,-2,1867,6-4 4-6 6-4 6-2,,,
2006-08-28,US Open,G,5,H,false,61,R128,Rafael Nadal,2,Spain,ESP,2,2,2364,Mark Philippoussis,,Australia,AUS,113,-3,1941,6-4 6-4 6-4,WC,,
2006-08-14,Cincinnati Masters,M,3,H,false,69,QF,Juan Carlos Ferrero,,Spain,ESP,31,20,2006,Rafael Nadal,2,Spain,ESP,2,-19,2383,7-6(2) 7-6(3),,,
2006-08-14,Cincinnati Masters,M,3,H,false,69,R16,Rafael Nadal,2,Spain,ESP,2,3,2380,Tommy Haas,14,Germany,GER,17,-4,2078,7-6(5) 6-3,,,
2006-08-14,Cincinnati Masters,M,3,H,false,69,R32,Rafael Nadal,2,Spain,ESP,2,1,2379,Hyung Taik Lee,,"Korea, Republic of",KOR,73,-2,1924,6-4 6-3,Q,,
2006-08-14,Cincinnati Masters,M,3,H,false,69,R64,Rafael Nadal,2,Spain,ESP,2,1,2378,Sam Querrey,,United States,USA,178,-1,1707,6-7(5) 6-2 6-3,WC,,
2006-08-07,Canada Masters,M,3,H,false,45,R16,Tomas Berdych,13,Czech Republic,CZE,14,18,2081,Rafael Nadal,2,Spain,ESP,2,-17,2395,6-1 3-6 6-2,,,
2006-08-07,Canada Masters,M,3,H,false,45,R32,Rafael Nadal,2,Spain,ESP,2,1,2394,Hyung Taik Lee,,"Korea, Republic of",KOR,85,-1,1912,6-4 6-3,Q,,
2006-08-07,Canada Masters,M,3,H,false,45,R64,Rafael Nadal,2,Spain,ESP,2,1,2393,Nicolas Massu,,Chile,CHI,38,-2,1958,6-3 6-2,,,
2006-06-26,Wimbledon,G,5,G,false,75,F,Roger Federer,1,Switzerland,SUI,1,12,2483,Rafael Nadal,2,Spain,ESP,2,-12,2405,6-0 7-6(5) 6-7(2) 6-3,,,
2006-06-26,Wimbledon,G,5,G,false,75,SF,Rafael Nadal,2,Spain,ESP,2,3,2402,Marcos Baghdatis,18,Cyprus,CYP,16,-4,2040,6-1 7-5 6-3,,,
2006-06-26,Wimbledon,G,5,G,false,75,QF,Rafael Nadal,2,Spain,ESP,2,3,2399,Jarkko Nieminen,22,Finland,FIN,18,-3,2026,6-3 6-4 6-4,,,
2006-06-26,Wimbledon,G,5,G,false,75,R16,Rafael Nadal,2,Spain,ESP,2,1,2398,Irakli Labadze,,Georgia,GEO,166,-2,1848,6-3 7-6(4) 6-3,Q,,
2006-06-26,Wimbledon,G,5,G,false,75,R32,Rafael Nadal,2,Spain,ESP,2,6,2392,Andre Agassi,25,United States,USA,20,-6,2171,7-6(5) 6-2 6-4,,,
2006-06-26,Wimbledon,G,5,G,false,75,R64,Rafael Nadal,2,Spain,ESP,2,,2392,Robert Kendrick,,United States,USA,237,-1,1787,6-7(4) 3-6 7-6(2) 7-5 6-4,Q,,
2006-06-26,Wimbledon,G,5,G,false,75,R128,Rafael Nadal,2,Spain,ESP,2,1,2391,Alex Bogdanovic,,United Kingdom,GBR,135,-2,1611,6-4 7-6(3) 6-4,WC,,
2006-06-12,Queen's Club,B,3,G,false,76,QF,Lleyton Hewitt,8,Australia,AUS,13,14,2170,Rafael Nadal,1,Spain,ESP,2,-14,2405,3-6 6-3 RET,,RET,
2006-06-12,Queen's Club,B,3,G,false,76,R16,Rafael Nadal,1,Spain,ESP,2,1,2404,Fernando Verdasco,,Spain,ESP,30,-1,1983,2-6 7-6(3) 7-6(3),Q,,
2006-06-12,Queen's Club,B,3,G,false,76,R32,Rafael Nadal,1,Spain,ESP,2,1,2403,Mardy Fish,,United States,USA,86,-1,1946,7-6(1) 6-1,WC,,
2006-05-29,Roland Garros,G,5,C,false,34,F,Rafael Nadal,2,Spain,ESP,2,21,2382,Roger Federer,1,Switzerland,SUI,1,-21,2487,1-6 6-1 6-4 7-6(4),,,
2006-05-29,Roland Garros,G,5,C,false,34,SF,Rafael Nadal,2,Spain,ESP,2,7,2375,Ivan Ljubicic,4,Croatia,CRO,4,-8,2190,6-4 6-2 7-6(7),,,
2006-05-29,Roland Garros,G,5,C,false,34,QF,Rafael Nadal,2,Spain,ESP,2,3,2372,Novak Djokovic,,Serbia,SRB,63,-3,1974,6-4 6-4 RET,,RET,
2006-05-29,Roland Garros,G,5,C,false,34,R16,Rafael Nadal,2,Spain,ESP,2,6,2366,Lleyton Hewitt,14,Australia,AUS,14,-7,2172,6-2 5-7 6-4 6-2,,,
2006-05-29,Roland Garros,G,5,C,false,34,R32,Rafael Nadal,2,Spain,ESP,2,3,2363,Paul Henri Mathieu,29,France,FRA,32,-3,1983,5-7 6-4 6-4 6-4,,,
2006-05-29,Roland Garros,G,5,C,false,34,R64,Rafael Nadal,2,Spain,ESP,2,1,2362,Kevin Kim,,United States,USA,116,-1,1785,6-2 6-1 6-4,LL,,
2006-05-29,Roland Garros,G,5,C,false,34,R128,Rafael Nadal,2,Spain,ESP,2,2,2360,Robin Soderling,,Sweden,SWE,50,-3,1977,6-2 7-5 6-1,,,
2006-05-08,Rome Masters,M,5,C,false,19,F,Rafael Nadal,2,Spain,ESP,2,19,2341,Roger Federer,1,Switzerland,SUI,1,-19,2495,6-7(0) 7-6(5) 6-4 2-6 7-6(5),,,
2006-05-08,Rome Masters,M,3,C,false,19,SF,Rafael Nadal,2,Spain,ESP,2,3,2338,Gael Monfils,,France,FRA,35,-2,1954,6-2 6-2,,,
2006-05-08,Rome Masters,M,3,C,false,19,QF,Rafael Nadal,2,Spain,ESP,2,4,2334,Fernando Gonzalez,10,Chile,CHI,9,-4,2097,6-4 6-3,,,
2006-05-08,Rome Masters,M,3,C,false,19,R16,Rafael Nadal,2,Spain,ESP,2,2,2332,Tim Henman,,United Kingdom,GBR,70,-3,2013,6-2 6-2,,,
2006-05-08,Rome Masters,M,3,C,false,19,R32,Rafael Nadal,2,Spain,ESP,2,2,2330,Filippo Volandri,,Italy,ITA,46,-2,1885,6-1 6-2,,,
2006-05-08,Rome Masters,M,3,C,false,19,R64,Rafael Nadal,2,Spain,ESP,2,3,2327,Carlos Moya,,Spain,ESP,33,-3,2024,6-1 2-6 6-2,,,
2006-04-24,Barcelona,A,5,C,false,35,F,Rafael Nadal,1,Spain,ESP,2,3,2324,Tommy Robredo,6,Spain,ESP,15,-4,2031,6-4 6-4 6-0,,,
2006-04-24,Barcelona,A,3,C,false,35,SF,Rafael Nadal,1,Spain,ESP,2,2,2322,Nicolas Almagro,,Spain,ESP,57,-3,1941,7-6(2) 6-3,,,
2006-04-24,Barcelona,A,3,C,false,35,QF,Rafael Nadal,1,Spain,ESP,2,3,2319,Jarkko Nieminen,7,Finland,FIN,20,-3,2026,4-6 6-4 6-3,,,
2006-04-24,Barcelona,A,3,C,false,35,R16,Rafael Nadal,1,Spain,ESP,2,1,2318,Ivan Navarro,,Spain,ESP,164,-1,1781,6-4 6-2,Q,,
2006-04-24,Barcelona,A,3,C,false,35,R32,Rafael Nadal,1,Spain,ESP,2,1,2317,Feliciano Lopez,,Spain,ESP,38,-2,1901,6-4 6-2,,,
2006-04-17,Monte Carlo Masters,M,5,C,false,15,F,Rafael Nadal,2,Spain,ESP,2,21,2296,Roger Federer,1,Switzerland,SUI,1,-21,2509,6-2 6-7(2) 6-3 7-6(5),,,
2006-04-17,Monte Carlo Masters,M,3,C,false,15,SF,Rafael Nadal,2,Spain,ESP,2,5,2291,Gaston Gaudio,7,Argentina,ARG,8,-5,2046,5-7 6-1 6-1,,,
2006-04-17,Monte Carlo Masters,M,3,C,false,15,QF,Rafael Nadal,2,Spain,ESP,2,4,2287,Guillermo Coria,6,Argentina,ARG,9,-4,2052,6-2 6-1,,,
2006-04-17,Monte Carlo Masters,M,3,C,false,15,R16,Rafael Nadal,2,Spain,ESP,2,3,2284,Kristof Vliegen,,Belgium,BEL,57,-3,1946,6-3 6-3,,,
2006-04-17,Monte Carlo Masters,M,3,C,false,15,R32,Rafael Nadal,2,Spain,ESP,2,,2284,Jean Rene Lisnard,,Monaco,MON,154,-2,1753,6-4 6-1,WC,,
2006-04-17,Monte Carlo Masters,M,3,C,false,15,R64,Rafael Nadal,2,Spain,ESP,2,3,2281,Arnaud Clement,,France,FRA,56,-2,1937,6-4 6-4,,,
2006-03-20,Miami Masters,M,3,H,false,47,R64,Carlos Moya,,Spain,ESP,35,16,2044,Rafael Nadal,2,Spain,ESP,2,-15,2296,2-6 6-1 6-1,,,
2006-03-06,Indian Wells Masters,M,3,H,false,43,SF,James Blake,12,United States,USA,14,18,2107,Rafael Nadal,2,Spain,ESP,2,-17,2313,7-5 6-3,,,
2006-03-06,Indian Wells Masters,M,3,H,false,43,QF,Rafael Nadal,2,Spain,ESP,2,3,2310,Marcos Baghdatis,25,Cyprus,CYP,27,-3,2013,7-5 6-0,,,
2006-03-06,Indian Wells Masters,M,3,H,false,43,R16,Rafael Nadal,2,Spain,ESP,2,4,2306,Sebastien Grosjean,20,France,FRA,22,-4,2063,6-4 6-2,,,
2006-03-06,Indian Wells Masters,M,3,H,false,43,R32,Rafael Nadal,2,Spain,ESP,2,2,2304,Mardy Fish,,United States,USA,294,-2,1892,6-1 6-4,WC,,
2006-03-06,Indian Wells Masters,M,3,H,false,43,R64,Rafael Nadal,2,Spain,ESP,2,1,2303,Jan Hernych,,Czech Republic,CZE,87,-2,1844,6-4 6-4,,,
2006-02-27,Dubai,A,3,H,false,55,F,Rafael Nadal,2,Spain,ESP,2,17,2286,Roger Federer,1,Switzerland,SUI,1,-17,2501,2-6 6-4 6-4,,,
2006-02-27,Dubai,A,3,H,false,55,SF,Rafael Nadal,2,Spain,ESP,2,1,2285,Rainer Schuettler,,Germany,GER,98,-2,1883,6-4 6-2,,,
2006-02-27,Dubai,A,3,H,false,55,QF,Rafael Nadal,2,Spain,ESP,2,4,2281,Tim Henman,,United Kingdom,GBR,49,-3,2007,7-6(1) 6-1,WC,,
2006-02-27,Dubai,A,3,H,false,55,R16,Rafael Nadal,2,Spain,ESP,2,,2281,Younes El Aynaoui,,Morocco,MAR,211,-1,1862,W/O,Q,W/O,
2006-02-27,Dubai,A,3,H,false,55,R32,Rafael Nadal,2,Spain,ESP,2,2,2279,Paul Henri Mathieu,,France,FRA,34,-2,1932,6-7(5) 6-1 6-2,,,
2006-02-13,Marseille,B,3,H,true,75,SF,Arnaud Clement,,France,FRA,65,19,1920,Rafael Nadal,1,Spain,ESP,2,-16,2295,2-6 6-3 7-5,,,WC
2006-02-13,Marseille,B,3,H,true,75,QF,Rafael Nadal,1,Spain,ESP,2,2,2293,Paul Henri Mathieu,,France,FRA,35,-2,1942,7-5 6-4,,,
2006-02-13,Marseille,B,3,H,true,75,R16,Rafael Nadal,1,Spain,ESP,2,1,2292,Gilles Simon,,France,FRA,80,-2,1853,7-5 6-4,WC,,
2006-02-13,Marseille,B,3,H,true,75,R32,Rafael Nadal,1,Spain,ESP,2,3,2289,Olivier Rochus,,Belgium,BEL,30,-2,1977,4-6 6-2 7-5,,,
2005-10-17,Madrid Masters,M,5,H,true,80,F,Rafael Nadal,1,Spain,ESP,2,8,2283,Ivan Ljubicic,8,Croatia,CRO,12,-9,2152,3-6 2-6 6-3 6-4 7-6(3),,,
2005-10-17,Madrid Masters,M,3,H,true,80,SF,Rafael Nadal,1,Spain,ESP,2,5,2278,Robby Ginepri,16,United States,USA,21,-5,2062,7-5 7-6(1),,,
2005-10-17,Madrid Masters,M,3,H,true,80,QF,Rafael Nadal,1,Spain,ESP,2,4,2274,Radek Stepanek,10,Czech Republic,CZE,14,-4,2013,7-6(9) 6-4,,,
2005-10-17,Madrid Masters,M,3,H,true,80,R16,Rafael Nadal,1,Spain,ESP,2,4,2270,Tommy Robredo,13,Spain,ESP,17,-4,2038,6-2 6-4,,,
2005-10-17,Madrid Masters,M,3,H,true,80,R32,Rafael Nadal,1,Spain,ESP,2,3,2267,Victor Hanescu,,Romania,ROU,42,-3,1937,7-6(5) 6-3,,,
2005-09-23,Davis Cup WG,D,5,C,false,,RR,Rafael Nadal,,Spain,ESP,2,2,2265,Andreas Seppi,,Italy,ITA,78,-3,1914,6-1 6-2 5-7 6-4,,,
2005-09-23,Davis Cup WG,D,5,C,false,,RR,Rafael Nadal,,Spain,ESP,2,1,2264,Daniele Bracciali,,Italy,ITA,92,-2,1758,6-3 6-2 6-1,,,
2005-09-12,Beijing,B,3,H,false,57,F,Rafael Nadal,1,Spain,ESP,2,7,2257,Guillermo Coria,2,Argentina,ARG,8,-7,2154,5-7 6-1 6-2,,,
2005-09-12,Beijing,B,3,H,false,57,SF,Rafael Nadal,1,Spain,ESP,2,5,2252,Juan Carlos Ferrero,6,Spain,ESP,23,-5,2080,6-4 6-4,,,
2005-09-12,Beijing,B,3,H,false,57,QF,Rafael Nadal,1,Spain,ESP,2,1,2251,Peter Wessels,,Netherlands,NED,115,-2,1825,7-6(3) 6-2,,,
2005-09-12,Beijing,B,3,H,false,57,R16,Rafael Nadal,1,Spain,ESP,2,2,2249,Justin Gimelstob,,United States,USA,95,-2,1803,5-7 6-4 6-4,,,
2005-09-12,Beijing,B,3,H,false,57,R32,Rafael Nadal,1,Spain,ESP,2,,2249,Jimmy Wang,,"Taiwan, Province of China",TPE,100,-1,1704,6-2 6-4,,,
2005-08-29,US Open,G,5,H,false,63,R32,James Blake,,United States,USA,49,22,2012,Rafael Nadal,2,Spain,ESP,2,-21,2270,6-4 4-6 6-3 6-1,,,WC
2005-08-29,US Open,G,5,H,false,63,R64,Rafael Nadal,2,Spain,ESP,2,1,2269,Scoville Jenkins,,United States,USA,352,-3,1704,6-4 7-5 6-4,WC,,
2005-08-29,US Open,G,5,H,false,63,R128,Rafael Nadal,2,Spain,ESP,2,1,2268,Bobby Reynolds,,United States,USA,132,-3,1743,6-3 6-3 6-4,WC,,
2005-08-15,Cincinnati Masters,M,3,H,false,76,R64,Tomas Berdych,,Czech Republic,CZE,36,18,1946,Rafael Nadal,2,Spain,ESP,2,-16,2284,6-7(4) 6-2 7-6(3),,,
2005-08-08,Canada Masters,M,3,H,false,63,F,Rafael Nadal,1,Spain,ESP,2,10,2274,Andre Agassi,4,United States,USA,7,-10,2215,6-3 4-6 6-2,,,
2005-08-08,Canada Masters,M,3,H,false,63,SF,Rafael Nadal,1,Spain,ESP,2,3,2271,Paul Henri Mathieu,,France,FRA,63,-4,1942,6-4 7-5,,,
2005-08-08,Canada Masters,M,3,H,false,63,QF,Rafael Nadal,1,Spain,ESP,2,4,2267,Mariano Puerta,8,Argentina,ARG,11,-4,1986,6-3 6-1,,,
2005-08-08,Canada Masters,M,3,H,false,63,R16,Rafael Nadal,1,Spain,ESP,2,4,2263,Sebastien Grosjean,,France,FRA,34,-4,2047,6-4 6-4,,,
2005-08-08,Canada Masters,M,3,H,false,63,R32,Rafael Nadal,1,Spain,ESP,2,2,2261,Ricardo Mello,,Brazil,BRA,56,-2,1815,6-1 6-2,,,
2005-08-08,Canada Masters,M,3,H,false,63,R64,Rafael Nadal,1,Spain,ESP,2,4,2257,Carlos Moya,,Spain,ESP,32,-5,2067,6-3 6-7(0) 6-3,,,
2005-07-18,Stuttgart,A,5,C,false,30,F,Rafael Nadal,1,Spain,ESP,3,8,2249,Gaston Gaudio,3,Argentina,ARG,13,-8,2116,6-3 6-3 6-4,,,
2005-07-18,Stuttgart,A,3,C,false,30,SF,Rafael Nadal,1,Spain,ESP,3,3,2246,Jarkko Nieminen,,Finland,FIN,66,-4,1970,6-2 7-5,,,
2005-07-18,Stuttgart,A,3,C,false,30,QF,Rafael Nadal,1,Spain,ESP,3,2,2244,Tomas Zib,,Czech Republic,CZE,57,-2,1832,6-2 6-1,,,
2005-07-18,Stuttgart,A,3,C,false,30,R16,Rafael Nadal,1,Spain,ESP,3,2,2242,Fernando Verdasco,,Spain,ESP,58,-3,1928,6-3 6-2,,,
2005-07-18,Stuttgart,A,3,C,false,30,R32,Rafael Nadal,1,Spain,ESP,3,1,2241,Hugo Armando,,United States,USA,167,-2,1729,6-1 6-2,Q,,
2005-07-04,Bastad,B,3,C,false,20,F,Rafael Nadal,1,Spain,ESP,3,3,2238,Tomas Berdych,,Czech Republic,CZE,42,-3,1925,2-6 6-2 6-4,,,
2005-07-04,Bastad,B,3,C,false,20,SF,Rafael Nadal,1,Spain,ESP,3,4,2234,Tommy Robredo,3,Spain,ESP,20,-4,2028,6-3 6-3,,,
2005-07-04,Bastad,B,3,C,false,20,QF,Rafael Nadal,1,Spain,ESP,3,5,2229,Juan Carlos Ferrero,5,Spain,ESP,31,-6,2081,6-3 6-3,,,
2005-07-04,Bastad,B,3,C,false,20,R16,Rafael Nadal,1,Spain,ESP,3,3,2226,Alberto Martin,,Spain,ESP,50,-3,1911,6-2 6-4,,,
2005-07-04,Bastad,B,3,C,false,20,R32,Rafael Nadal,1,Spain,ESP,3,1,2225,Juan Monaco,,Argentina,ARG,66,-2,1853,6-1 6-1,,,
2005-06-20,Wimbledon,G,5,G,false,75,R64,Gilles Muller,,Luxembourg,LUX,69,29,1856,Rafael Nadal,4,Spain,ESP,3,-22,2247,6-4 4-6 6-3 6-4,,,
2005-06-20,Wimbledon,G,5,G,false,75,R128,Rafael Nadal,4,Spain,ESP,3,4,2243,Vincent Spadea,,United States,USA,39,-4,1939,6-4 6-3 6-0,,,
2005-06-06,Halle,B,3,G,false,72,R32,Alexander Waske,,Germany,GER,147,52,1672,Rafael Nadal,3,Spain,ESP,3,-16,2259,4-6 7-5 6-3,,,WC
2005-05-23,Roland Garros,G,5,C,false,24,F,Rafael Nadal,4,Spain,ESP,5,7,2252,Mariano Puerta,,Argentina,ARG,37,-7,2004,6-7(6) 6-3 6-1 7-5,,,
2005-05-23,Roland Garros,G,5,C,false,24,SF,Rafael Nadal,4,Spain,ESP,5,23,2229,Roger Federer,1,Switzerland,SUI,1,-23,2462,6-3 4-6 6-4 6-3,,,
2005-05-23,Roland Garros,G,5,C,false,24,QF,Rafael Nadal,4,Spain,ESP,5,7,2222,David Ferrer,20,Spain,ESP,21,-8,2036,7-5 6-2 6-0,,,
2005-05-23,Roland Garros,G,5,C,false,24,R16,Rafael Nadal,4,Spain,ESP,5,6,2216,Sebastien Grosjean,23,France,FRA,24,-7,2033,6-4 3-6 6-0 6-3,,,
2005-05-23,Roland Garros,G,5,C,false,24,R32,Rafael Nadal,4,Spain,ESP,5,5,2211,Richard Gasquet,30,France,FRA,31,-6,1961,6-4 6-3 6-2,,,
2005-05-23,Roland Garros,G,5,C,false,24,R64,Rafael Nadal,4,Spain,ESP,5,5,2206,Xavier Malisse,,Belgium,BEL,46,-5,1948,6-2 6-2 6-4,,,
2005-05-23,Roland Garros,G,5,C,false,24,R128,Rafael Nadal,4,Spain,ESP,5,1,2205,Lars Burgsmuller,,Germany,GER,96,-3,1686,6-1 7-6(4) 6-1,,,
2005-05-02,Rome Masters,M,5,C,false,25,F,Rafael Nadal,5,Spain,ESP,7,12,2193,Guillermo Coria,9,Argentina,ARG,11,-12,2148,6-4 3-6 6-3 4-6 7-6(6),,,
2005-05-02,Rome Masters,M,3,C,false,25,SF,Rafael Nadal,5,Spain,ESP,7,6,2187,David Ferrer,,Spain,ESP,25,-7,2023,4-6 6-4 7-5,,,
2005-05-02,Rome Masters,M,3,C,false,25,QF,Rafael Nadal,5,Spain,ESP,7,6,2181,Radek Stepanek,15,Czech Republic,CZE,17,-6,2027,5-7 6-1 6-1,,,
2005-05-02,Rome Masters,M,3,C,false,25,R16,Rafael Nadal,5,Spain,ESP,7,7,2174,Guillermo Canas,11,Argentina,ARG,13,-8,2073,6-3 6-1,,,
2005-05-02,Rome Masters,M,3,C,false,25,R32,Rafael Nadal,5,Spain,ESP,7,3,2171,Victor Hanescu,,Romania,ROU,85,-4,1857,6-1 6-1,Q,,
2005-05-02,Rome Masters,M,3,C,false,25,R64,Rafael Nadal,5,Spain,ESP,7,5,2166,Mikhail Youzhny,,Russian Federation,RUS,26,-6,2003,6-0 6-2,,,
2005-04-18,Barcelona,A,5,C,false,39,F,Rafael Nadal,8,Spain,ESP,11,9,2157,Juan Carlos Ferrero,,Spain,ESP,58,-9,2071,6-1 7-6(4) 6-3,,,
2005-04-18,Barcelona,A,3,C,false,39,SF,Rafael Nadal,8,Spain,ESP,11,7,2150,Radek Stepanek,11,Czech Republic,CZE,22,-7,2013,7-5 6-2,,,
2005-04-18,Barcelona,A,3,C,false,39,QF,Rafael Nadal,8,Spain,ESP,11,4,2146,Agustin Calleri,,Argentina,ARG,99,-5,1948,6-2 3-0 RET,,RET,
2005-04-18,Barcelona,A,3,C,false,39,R16,Rafael Nadal,8,Spain,ESP,11,5,2141,Dominik Hrbaty,10,Slovakia,SVK,25,-5,1992,6-1 6-2,,,
2005-04-18,Barcelona,A,3,C,false,39,R32,Rafael Nadal,8,Spain,ESP,11,3,2138,Gilles Muller,,Luxembourg,LUX,64,-3,1862,6-0 6-2,,,
2005-04-11,Monte Carlo Masters,M,5,C,false,16,F,Rafael Nadal,11,Spain,ESP,17,15,2123,Guillermo Coria,6,Argentina,ARG,9,-15,2135,6-3 6-1 0-6 7-5,,,
2005-04-11,Monte Carlo Masters,M,3,C,false,16,SF,Rafael Nadal,11,Spain,ESP,17,4,2119,Richard Gasquet,,France,FRA,101,-6,1886,6-7(6) 6-4 6-3,Q,,
2005-04-11,Monte Carlo Masters,M,3,C,false,16,QF,Rafael Nadal,11,Spain,ESP,17,10,2109,Gaston Gaudio,4,Argentina,ARG,6,-9,2071,6-3 6-0,,,
2005-04-11,Monte Carlo Masters,M,3,C,false,16,R16,Rafael Nadal,11,Spain,ESP,17,7,2102,Olivier Rochus,,Belgium,BEL,42,-7,1986,6-1 6-2,,,
2005-04-11,Monte Carlo Masters,M,3,C,false,16,R32,Rafael Nadal,11,Spain,ESP,17,5,2097,Xavier Malisse,,Belgium,BEL,38,-7,1943,6-0 6-3,,,
2005-04-11,Monte Carlo Masters,M,3,C,false,16,R64,Rafael Nadal,11,Spain,ESP,17,4,2093,Gael Monfils,,France,FRA,106,-5,1851,6-3 6-2,WC,,
2005-04-04,Valencia,B,3,C,false,20,QF,Igor Andreev,7,Russian Federation,RUS,47,16,1900,Rafael Nadal,3,Spain,ESP,17,-13,2106,7-5 6-2,,,
2005-04-04,Valencia,B,3,C,false,20,R16,Rafael Nadal,3,Spain,ESP,17,2,2104,Guillermo Garcia Lopez,,Spain,ESP,80,-4,1813,6-1 6-4,,,
2005-04-04,Valencia,B,3,C,false,20,R32,Rafael Nadal,3,Spain,ESP,17,7,2097,Juan Carlos Ferrero,,Spain,ESP,68,-7,2012,6-2 6-1,,,
2005-03-21,Miami Masters,M,5,H,false,56,F,Roger Federer,1,Switzerland,SUI,1,3,2459,Rafael Nadal,29,Spain,ESP,31,-4,2101,2-6 6-7(4) 7-6(5) 6-3 6-1,,,
2005-03-21,Miami Masters,M,3,H,false,56,SF,Rafael Nadal,29,Spain,ESP,31,7,2094,David Ferrer,,Spain,ESP,44,-8,1945,6-4 6-3,,,
2005-03-21,Miami Masters,M,3,H,false,56,QF,Rafael Nadal,29,Spain,ESP,31,9,2085,Thomas Johansson,25,Sweden,SWE,27,-10,2038,6-2 6-4,,,
2005-03-21,Miami Masters,M,3,H,false,56,R16,Rafael Nadal,29,Spain,ESP,31,12,2073,Ivan Ljubicic,13,Croatia,CRO,14,-12,2127,6-4 6-7(5) 6-3,,,
2005-03-21,Miami Masters,M,3,H,false,56,R32,Rafael Nadal,29,Spain,ESP,31,6,2067,Fernando Verdasco,,Spain,ESP,45,-7,1929,6-2 6-2,,,
2005-03-21,Miami Masters,M,3,H,false,56,R64,Rafael Nadal,29,Spain,ESP,31,7,2060,Rainer Schuettler,,Germany,GER,39,-7,1941,6-4 7-6(5),,,
2005-02-21,Acapulco,A,3,C,false,71,F,Rafael Nadal,8,Spain,ESP,39,4,2056,Albert Montanes,,Spain,ESP,95,-7,1812,6-1 6-0,,,
2005-02-21,Acapulco,A,3,C,false,71,SF,Rafael Nadal,8,Spain,ESP,39,5,2051,Mariano Puerta,,Argentina,ARG,74,-6,1859,6-4 6-1,WC,,
2005-02-21,Acapulco,A,3,C,false,71,QF,Rafael Nadal,8,Spain,ESP,39,11,2040,Guillermo Canas,3,Argentina,ARG,12,-10,2067,7-5 6-3,,,
2005-02-21,Acapulco,A,3,C,false,71,R16,Rafael Nadal,8,Spain,ESP,39,4,2036,Santiago Ventura,,Spain,ESP,77,-6,1857,7-6(0) 6-2,,,
2005-02-21,Acapulco,A,3,C,false,71,R32,Rafael Nadal,8,Spain,ESP,39,4,2032,Alex Calatrava,,Spain,ESP,81,-5,1757,6-4 6-4,,,
2005-02-14,Costa Do Sauipe,B,3,C,false,32,F,Rafael Nadal,6,Spain,ESP,48,7,2025,Alberto Martin,,Spain,ESP,61,-8,1905,6-0 6-7(2) 6-1,,,
2005-02-14,Costa Do Sauipe,B,3,C,false,32,SF,Rafael Nadal,6,Spain,ESP,48,6,2019,Ricardo Mello,9,Brazil,BRA,56,-8,1909,2-6 6-2 6-4,,,
2005-02-14,Costa Do Sauipe,B,3,C,false,32,QF,Rafael Nadal,6,Spain,ESP,48,7,2012,Agustin Calleri,,Argentina,ARG,60,-8,1936,6-2 6-7(5) 6-4,,,
2005-02-14,Costa Do Sauipe,B,3,C,false,32,R16,Rafael Nadal,6,Spain,ESP,48,4,2008,Alex Calatrava,,Spain,ESP,86,-7,1764,6-3 6-3,,,
